,title,year,duration,genres,rating,synopsis,directors,stars
5997,Lucy ist jetzt Gangster,2022.0,89,"Comedy, Crime, Family",8.0,Reliable sources claim 10-year-old Lucy - actually a quiet and lovable primary school student - is about to rob a bank in the pedestrian zone of Bietigheim-Bissingen. Her motive is easy to ...,Till Endemann,"Kostja Ullmann,Franziska Wulf,Tom Keune,Esther Schweins"
5998,La paradoja de Antares,2022.0,97,"Drama, Sci-Fi",7.3,"In a race against the clock, Alexandra will be forced to choose how to spend the next hours: facing a critic family drama or trying to bring an answer to one of humanity's most important questions.",Luis Tinoco,"Andrea Trepat,Aleida Torrent,Jaume de Sans,David Ramírez"
5999,Vamos a la playa,2022.0,91,Drama,5.6,"3 Young Germans travel to Cuba in search of one of the younger brother's friend who is there researching Manatees. One arrogantly searching for love, while the other is denied and the third...",Bettina Blümner,"Jakub Gierszal,Leonard Scheicher,Victoria Schulz,Eugenio Torroella"
6000,Anna,2022.0,97,Drama,,"In order not to miss the chance to have a child of her own, the courageous but lonely investigative journalist Anna decides to become pregnant from a donor.",Borimir Ilkov,"Stanka Kalcheva,Krasimira Fatima-Leyla Karabulut,Radina Kardjilova,Valeri Lekov"
6001,Film for Aliens,2022.0,73,Family,,"Introverted imaginative teenager, addicted to creating and posting Internet clips, is sent to his grandpa for holidays, where he faces an unbelievable challenge.",Piotr Stasik,"Ezra Kos,Jakub Lipnicki,Wiktoria Kacka,Jan Peszek"
6002,Inquisition - Avik Sarkar,2022.0,300,"History, Mystery, Sci-Fi",,""" Be Good To This World This World Will Be Good To You "" - Martinage P255 L25",Ranodripto,"Gautam Mukherjee,Arijit Mondal,Vidyajit Sharma,Dev Das Bhuniya"
6003,Disha,2022.0,117,Mystery,,,Jose VC,"Akshai,Krishnan Balakrishnan,Neena Kurup,Nandana Nandagopal"
6004,Chaar Deowale Paanch Din,2022.0,56,Drama,,,"Karan Debroy,Anish Kayal","Dipangshu Acharya,Sayan Ghosh,Saswati Sinha"
6005,The Almond and the Seahorse,2022.0,96,Drama,5.5,What happens when you're ambushed by time? An archaeologist and an architect fight to re-imagine a future after traumatic brain injury leaves them adrift from the people they love.,"Celyn Jones,Tom Stern","Rebel Wilson,Charlotte Gainsbourg,Alice Lowe,Trine Dyrholm"
6006,Call Me Shakespeare,2022.0,93,Drama,6.3,"Three teenagers live in a brutal Roma ghetto in Sofia, Bulgaria.One of them is in love with literature but to make ends meet he needs to become a boxer.",Valeri Yordanov,"Zachary Baharov,Nikolay Nikolaev,Yavor Gadzhev,Vladislav Stoimenov"
6007,Femi,2022.0,84,Drama,6.1,"When the birth of his first child is approaching, student Dennis (21) moves back in with his mother in his hometown. Due to an aggressive episode, Dennis is no longer allowed to see his ...",Dwight Fagbamila,"Michiel Blankwaardt,Steef Cuijpers,Victoire Elekonawo,Victor Ijdens"
6008,Lake Lavon,2022.0,95,Romance,6.1,"A romantic comedy about a young couple who find faith--and each other--as the world tries to keep them apart. Through chance and humorous encounters, Avery and Bob meet and fall in love. As...","Andrew Thomas,Andrew Thomas","Emma Bass,David Bryan,Brett Caroline Butler,Mallory Flory"
6009,I will ... anything that moves,2022.0,90,Thriller,,"Shine is young, super gorgeous and is supposed to marry Mr.BillionairX who is around 70 Her mother planned their marriage but life is full of turns and twists.","Daryush Shokof,Maryam Piroozirad","Kida Khodr Ramadan,Jack Taylor,Didem Ercin,Zachi Noy"
6010,Nascar: Lead Legacy,2022.0,45,Sport,,"When you're dealing with two hundred plus mile an hour speeds, danger is never far away. In a sport where success is measured by whoever can cross the line first, it's easy to forget that it's a blessing just to cross the line at all.",Ben Sempey,Bob Taylor
6011,Izkustvoto da padash,2022.0,108,Drama,,"Bori (17) refuses to be harassed by the boys. Her artistic, but unstable mother does not give her the support she needs. Her caring grandfather enrolls her in a judo school. There, she ...",Orlin Milchev,"Elena Zamyarkova,Aleksandra Surchadzhieva,Ivaylo Hristov,Ivan Barnev"
6012,Les Nettoyeurs,2022.0,91,Thriller,,,"Philippe Demers,Olivier Ste-Marie","Patricia Goulet,Daniel St-Jacques,Mylène Thériault,Félix Tremblay-Therrien"
6013,The Munsters,2022.0,109,"Comedy, Family, Fantasy",4.5,"Reboot of ""The Munsters,"" that followed a family of monsters who moves from Transylvania to an American suburb.",Rob Zombie,"Sheri Moon Zombie,Jeff Daniel Phillips,Daniel Roebuck,Richard Brake"
6014,Daddy Daughter Trip,2022.0,100,Comedy,5.9,A spring-break trip with a series of unfortunate adventures is saved when the duo meet a couple of famous travel bloggers.,"Rob Schneider,Andrés Aguilar","Rob Schneider,Miranda Scarlett Schneider,Jackie Sandler,Mónica Huarte"
6015,Astonishing Tales of Terror: Rocktapussy!,2022.0,93,"Comedy, Fantasy, Horror",5.2,A group of everyday heroes encounter the fight of their lives in the deep mines of Northern Ontario where they unwittingly awaken an ancient giant octopus.,Andrew Cymek,"Brigitte Kingsley,Landy Cannon,Sara Mitich,Patrick Kwok-Choon"
6016,Nix,2022.0,103,"Horror, Thriller",4.7,"A family finds themselves on a dark, scary journey into their own self-created madness when a mysterious entity manifests itself.",Anthony C. Ferrante,"James Zimbardi,Dee Wallace,Michael Paré,Angie Teodora Dick"
6017,Bring It On: Cheer or Die,2022.0,91,"Comedy, Horror",3.8,"When a cheer squad practices their routines on Halloween weekend in an abandoned school, they are picked off one by one by an unknown killer.",Karen Lam,"Kerri Medders,Alten Wilmot,Sierra Holder,Alexandra Beaton"
6018,Ten Tricks,2022.0,88,"Comedy, Drama",5.6,"In one night, a madam at a brothel makes plans to get pregnant, while a magician working across the street makes a drastic move to change his life.",Richard Pagano,"Lea Thompson,Sam Hennings,Raymond Cruz,Richard Gleason"
6019,Good Boy,2022.0,76,"Horror, Thriller",7.1,"Christian - a millionaire heir, meets Sigrid - a young student, on a dating app. They hit it off quickly, but there's only one problem: Christian lives with Frank, a man who dresses up and constantly acts like a dog.",Viljar Bøe,"Gard Løkke,Katrine Lovise Øpstad Fredriksen,Amalie Willoch Njaastad,Viljar Bøe"
6020,In Isolation,2022.0,87,"Action, Horror, Thriller",3.8,"Four friends wanted to get away from it all for a birthday celebration in a remote country house, but when a mysterious injured man turns up on their doorstep telling tales of a city ...",Alexey Meets,"Davina Reeves,Maria Abramova,Darya Avratinskaya,Kira Cahill"
6021,Bo,2022.0,120,"Drama, Romance",7.1,"When the volatile Bo travels to Georgia to visit the grave of her father, a well-known trumpeter, she runs into his former childhood friend Levan. In search of her roots and a better ...",Joost van Ginkel,"Gaite Jansen,Rati Tsiteladze,Matthijs van de Sande Bakhuyzen,Luna Klok"
6022,The Razing,2022.0,109,"Drama, Horror, Mystery",5.0,A group of estranged friends gather for a night of tradition which takes a deadly turn after old secrets and wounds resurface.,"J. Arcane,Paul Erskine","Jack Wooton,Logan Paul Price,Mia Heavner,Carson Marquette"
6023,We Found Something,2022.0,85,Horror,7.3,"While Ted and Maxie are on a rock climbing trip to help conquer Ted's fear of heights, they find an unknown creature in the woods. They film their adventure and their footage is later ...",Jesse Heisel,"Leslie Gladney,Nathan Owen,Sreejith Nair,Diana Regolizio"
6024,Out of Season,2022.0,109,"Mystery, Romance",,Asen explores rock monasteries at a Black Sea bay. He falls in love with Stela. She has been waiting in vain for 11 years for her missing lover to return. Asen discovers the truth about the...,Ivan Panev,"Veselin Anchev,Yoanna Boukovska,Krassimir Dokov,Penko Gospodinov"
6025,Proletno ravnodenstvie,2022.0,72,Drama,,"Three humorous but bitter stories turn into an existential drama in the life of the little people, who must take it all in with dignity and find some sense in the absurdity of it all. The ...",Ivan Pavlov,"Svetlana Yancheva,Ivaylo Hristov,Ivan Savov,Krassimir Dokov"
6026,Aghugho Anyaukwu,2022.0,139,Drama,,"A greedy man goes about forcing people to sell their lands so he could get commission for his selfish interest. He persuades his brother to sell his landed, his brother refuses.",Uzoma Sunday Logicman,"Chiwetalu Agu,Chinyere Nwabueze,Paul Udonsi,Rosemary Udonsi"
6027,Father and Son,2022.0,171,Comedy,,,Onyeka Ezejiofor,"Etty Bedi,Onyinye Chukwu,Enock Darko,Ngozi Ehumadu"
6028,Anime House,2022.0,108,Comedy,,,Westly Francois,"Desmond Andrews,Leland Mano,Mark Phipps"
6029,Hellraiser,2022.0,121,"Horror, Mystery, Thriller",6.0,"A take on Clive Barker's 1987 horror classic where a young woman struggling with addiction comes into possession of an ancient puzzle box, unaware that its purpose is to summon the Cenobites.",David Bruckner,"Odessa A’zion,Jamie Clayton,Adam Faison,Drew Starkey"
6030,Objetos,2022.0,100,Thriller,5.4,"Mario, a worker in ""lost and found"" department, finds a suitcase with a dead baby inside.",Jorge Dorado,"Álvaro Morte,China Suárez,Verónica Echegui,Daniel Aráoz"
6031,Remember This,2022.0,95,Drama,8.7,"""All I can say is that I saw it, and it is the truth."" In a virtuoso solo performance, Academy Award nominee David Strathairn (Good Night, and Good Luck, Lincoln, Nomadland) portrays Jan ...","Derek Goldman,Jeff Hutchens",David Strathairn
6032,Life Is Beautiful,2022.0,122,"Drama, Musical, Romance",6.7,"A musical drama about a wife who asks her husband to help her find her childhood sweetheart as a birthday present. Though reluctant, her husband's only choice is to set out on this journey with her.",Kook-Hee Choi,"Seung-ryong Ryu,Yum Jung-ah,Park Se-wan,Seong-wu Ong"
6033,Vacances,2022.0,105,"Crime, Drama",4.5,,"Béatrice de Staël,Leo Wolfenstein","Géraldine Nakache,Andranic Manet,Béatrice de Staël,Malonn Lévana"
6034,Al Hayba - the movie,2022.0,120,"Action, Crime, Thriller",5.7,"After 17 years, the murderer of Jabal's father, is spotted alive in Bulgaria. Jabal Sheikh Al-Jabal heads a fierce hunt with some of his men passing by Istanbul and Bulgaria. With the aim ...",Samer Al Barkawi,"Rafik Ali Ahmad,Joseph Akiki,Mohamad Akil,Abdul Rahman Al-Kadri"
6035,Honest Candidate 2,2022.0,107,Comedy,5.1,,You-Jeong Jang,"Seo Hyun-woo,Kim Jae-hwa,Park Jin-Joo,Mu-Yeol Kim"
6036,Always,2022.0,120,Romance,7.8,An ex-boxer and telemarketer find love again after a lifetime apart.,Dado C. Lumibao,"Kim Chiu,Joko Diaz,Xian Lim"
6037,Tant pis pour le Sud,2022.0,104,Comedy,,,Vincent Orst,"Cédrick Spinassou,Alex Blanchard,Lotfi Zarouel,Achille Ndari"
6038,The Long Weekend,2022.0,58,Comedy,,,David M. Dawson,
6039,Brandi Carlile: In the Canyon Haze Live,2022.0,75,Music,,,"Brandi Carlile,Phil Hanseroth,Tim Hanseroth",
6040,Vikram Vedha,2022.0,160,"Action, Crime, Drama",7.1,A tough police officer sets out to track down and kill an equally tough gangsters.,"Gayatri,Pushkar","Saif Ali Khan,Hrithik Roshan,Radhika Apte,Rohit Saraf"
6041,My Best Friend's Exorcism,2022.0,97,"Comedy, Horror, Thriller",5.3,Teen best friends Abby and Gretchen grapple with an otherworldly demon that takes up residence in Gretchen's body.,Damon Thomas,"Elsie Fisher,Amiah Miller,Rachel Ogechi Kanu,Cathy Ang"
6042,Don't Look at the Demon,2022.0,95,Horror,5.3,"A team of paranormal investigators head for the highlands of Fraser's Hill, Malaysia, to probe a series of alleged disturbances at a house with a dark past.",Brando Lee,"Jordan Belfi,Ashlyn Boots,Malin Crépin,Harris Dickinson"
6043,The Man from Rome,2022.0,100,"Mystery, Thriller",5.0,"A computer hacker penetrates Vatican security and sends an urgent anonymous plea to the pope. Handsome Father Quart, of the church's Institute of External Affairs, an arm of the Vatican ...",Sergio Dow,"Richard Armitage,Amaia Salamanca,Paul Guilfoyle,Paul Freeman"
6044,Die Schule der magischen Tiere 2,2022.0,103,"Adventure, Comedy, Family",6.0,"Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds.",Sven Unterwaldt Jr.,"Emilia Pieske,Nadja Uhl,Justus von Dohnányi,Marleen Lohse"
6045,Dante,2022.0,94,"Biography, History",5.9,"Italy, 1330. Ten years after Dante Alighieri's death, Giovanni Boccaccio travels to Ravenna in search of his daughter Beatrice to whom he must deliver ten gold florins from the Orsanmichele's Company as compensation for unjust exile.",Pupi Avati,"Sergio Castellitto,Alessandro Sperduti,Carlotta Gamba,Enrico Lo Verso"
6046,A Thousand Lines,2022.0,93,Drama,6.5,Follows the real-life 2018 fake news scandal involving disgraced Der Spiegel journalist Claas Relotius.,Michael Herbig,"Donald Trump,Colin Kaepernick,Elyas M'Barek,Jonas Nay"
6047,Seven Swords,2022.0,78,"Action, Fantasy",4.7,"A snake demon in Changshou City mutilates living beings. The Descendants of the Seven Swords, adhering to the duty of guarding the peace of the world, fought the snake demon on the Black Devil Cliff and sealed it.",Hu Jianjun,"Ming Cen,Fei Dai,Dongfeng Yue"
6048,Live Escape,2022.0,89,Horror,2.6,Two cops investigate an eerie empty homeless shelter with an endless maze of spaces and are attacked by zombies. They discover how these zombies were created. What will happen if zombies escape into the city?,Joe Lujan,"Bryant Smith,Joe Lujan,Eric Lum,Judy Lay"
6049,Jagat Arwah,2022.0,107,"Fantasy, Horror",7.3,"Tells about the journey of Raga to find his true identity as a guardian of the universe. With the help of his uncle Jaya, Raga must face the forces of evil in order to protect two universes, the human world and the spirit world.",Ruben Adrian,"Ari Irham,Oka Antara,Cinta Laura Kiehl,Sheila Dara Aisha"
6050,Rasuk,2022.0,94,"Action, Horror, Thriller",5.5,"Zamri, an ustaz with an existential crisis, has a more urgent matter on his hands when the 27 students he is in charge of one night start turning into zombies.",James Lee,"Alif Satar,Ikmal Amry,Abbas Mahmood,Elisya Sandha"
6051,We Are Next of Kin,2022.0,118,"Crime, Drama, Thriller",6.6,The kidnapping of German entrepreneur Jan Philipp Reemtsma is told from his son Johann's perspective.,Hans-Christian Schmid,"Claude Heinrich,Adina Vetter,Justus von Dohnányi,Hans Löw"
6052,Razzennest,2022.0,81,"Comedy, Horror",6.2,South African enfant terrible filmmaker and artiste-cineaste Manus Oosthuizen meets with Rotten Tomatoes-approved indie film critic Babette Cruickshank in an Echo Park sound studio. With ...,Johannes Grenzfurthner,"Sophie Kathleen Kozeluh,Michael Smulik,Anne Weiner,Roland Gratzer"
6053,Tutti a bordo,2022.0,90,Family,5.6,A grandfather and a father miss the train with their children and grandchildren on board and will have to do everything to get on board.,Luca Miniero,"Helena Antonio,Stefano Fresi,Giovanni Storti,Carlo Buccirosso"
6054,Hundreds of Beavers,2022.0,108,"Action, Adventure, Comedy",7.7,"In this 19th century, supernatural winter epic, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",Mike Cheslik,"Ryland Brickson Cole Tews,Olivia Graves,Wes Tank,Doug Mancheski"
6055,Mete Miedo,2022.0,85,"Horror, Mystery, Thriller",3.9,"Camila is a young member of an elite police unit. During an operation in a dangerous area, she turns up in the middle of a ritual, in which their members burnt themselves to death. She ...",Néstor Sánchez Sotelo,"María Abadi,Jorge Booth,Laura Casale,Marco de la O"
6056,Until Tomorrow,2022.0,106,Drama,7.2,A woman was diagnosed with stage 3 cancer before her wedding day.,Hadrah Daeng Ratu,"Deva Mahenra,Clara Bernadeth,Niniek L. Karim,Dimas Anggara"
6057,Águila y Jaguar: Los Guerreros Legendarios,2022.0,106,Animation,8.6,"In a post-apocalyptic future in which water has almost disappeared, two young survivors travel back in time to find the mythical power of the prehispanic God of water, and so be able to ...",Mike R. Ortiz,"Franco Escamilla,José Eduardo Derbez,Romina Marroquín,Roberto Palazuelos"
6058,A Forgotten Man,2022.0,85,Thriller,6.9,"May 1945: After the surrender of Nazi Germany, Heinrich Zwygart, Swiss ambassador in Berlin, is ordered back home. Soon he gets caught up in past decisions. He got through the war, will he survive the peace?",Laurent Nègre,"Michael Neuenschwander,Manuela Biedermann,Yann Philipona,Cléa Eden"
6059,Buko,2022.0,112,"Comedy, Drama",7.1,"After losing her husband, Jarmila faces an important decision. Will she patiently wait out the rest of her life or plunge into an adventure with an uncertain ending? Despite many unexpected events she chooses the latter.",Alice Nellis,"Anna Cónová,Martha Issová,Martin Kubacák,Petra Spalková"
6060,Dalekiye blizkiye,2022.0,92,"Comedy, Drama",6.6,"Boris works as a geography teacher in an ordinary Khabarovsk school. His life is pretty routine. In addition to the school and the garden, Boris has a son, Misha, with whom they have been ...",Ivan Sosnin,"Ekaterina Ageeva,Filipp Avdeev,Kirill Käro,Dmitriy Lysenkov"
6061,Dos-Mukasan,2022.0,100,Biography,8.4,,Aidyn Sakhamanov,
6062,Evil in the Woods,2022.0,79,Horror,2.6,"Three People, one Girl two Men, went to the Forest to look after strange things they heard about.",Malte Wirtz,"Christoph Bertram,Anna-Maria Böhm,Tim-Fabian Hoffmann,Helena Aljona Kühn"
6063,Der Riss,2022.0,53,"Drama, Horror, Thriller",,"Mrs. Pospisil (Berta Kammer) manages well on her own despite her 80 years. At least that's what she insists to her worried son Patrick (Philipp Hochmair), who has long wanted to send her to...",Paul Ertl,"Philipp Hochmair,Berta Kammer,Eva Maria Marold,Max Ortner"
6064,Sistema Bruto,2022.0,90,"Action, Comedy, Musical",4.6,"The film follows Bruna and Rosa, two tough girls from the countryside of Brazil who enter a pickup truck race in order to prove to their guys' friends that they are aces behind the wheel.",Gui Pereira,"Bruna Viola,Bruna Altieri,Guile Branco,Jackson Antunes"
6065,Mat moyego syna,2022.0,90,Drama,4.3,"Military journalist Mark and his charming wife Kira want to adopt a child. Fate gives them a chance, they find Vik in the shelter. Suddenly, the real mother of the boy Mari appears and sets...",Ilya Maksimov,"Yevgeniy Chernoray,Natalia Grinshpun,Anastasiya Ilinskaya,Anton Kuznetsov"
6066,Spolu,2022.0,117,"Comedy, Drama",6.9,,"David Lanka,Martin Müller","Martina Babisova,Kamila Janovicová,Václav Kopta,Stepán Kozub"
6067,Go Go Dino,2022.0,74,Animation,,,Lee Sun-myung,"Lee Min-kyu,Jeon Tae-Yeol,Lee Yeong-ah-II"
6068,When Love Sticks,2022.0,106,Drama,,,Chidi Anyanwu Chidox,"Chike Daniel,Susan Eniolorunda,Doris Ifeka,Ik Ogbonna"
6069,Oriana Rises,2022.0,94,Horror,,,Keith Munden,"Wendy Davis Boyer,Richard Buathier,Michelle Davis,Rick Davis"
6070,Eldorado,2022.0,82,Drama,,,Francisco Bouzas,"César Languidey,Lautaro Mackinze"
6071,Passion and Performance presents Alice in Wonderland,2022.0,49,Drama,,Follow Alice down the rabbit hole in this contemporary version of the classic story told through dance. Alice is a lonely young woman who goes to a nightclub to escape her life for a few ...,Rachel Paish,"Jessica Calder,Kennedy Cullen,Cindy Foggitt,Claire Gayton"
6072,Zina i lokha: operatsiya khvost i vymya,2022.0,90,Comedy,,"Two friends, Lech and Kesha, who work in the administration of the nasleg Arylakh, succumb to the persuasion of an unfamiliar woman, Zinaida Mikhailovna, to fraudulently appropriate budget ...",Roman Dorofeev,"Elizaveta Dalbaraeva,Aleksey Mikhaylov,Innokentiy Orestov,Ilya Shumkin"
6073,Luckiest Girl Alive,2022.0,113,"Drama, Mystery, Thriller",6.4,"A woman in New York, who seems to have things under control, is faced with a trauma that makes her life unravel.",Mike Barker,"Mila Kunis,Chiara Aurelia,Finn Wittrock,Connie Britton"
6074,Kantara,2022.0,148,"Action, Adventure, Drama",8.3,It involves culture of Kambala and Bhootha Kola. A human and nature conflict where Shiva is a rebel who defends his village and nature. A death leads to war between villagers and evil forces. Will he be able to regain peace in the village?,Rishab Shetty,"Rishab Shetty,Kishore Kumar G.,Achyuth Kumar,Sapthami Gowda"
6075,Entergalactic,2022.0,93,"Animation, Comedy, Music",7.4,"Jabari, a charming, streetwear-clad artist on the cusp of real success. After a chance run-in with his cool new photographer neighbor, Meadow, Jabari has to figure out whether he can make space for love in his life.",Fletcher Moules,"Kid Cudi,Jessica Williams,Laura Harrier,Ty Dolla $ign"
6076,The Magic Flute,2022.0,124,"Adventure, Fantasy, Musical",6.2,"17-year-old Tim Walker as he travels from London to the Austrian Alps to attend the legendary Mozart boarding school. There, he discovers a centuries-old forgotten passageway into the fantastic world of Mozart's ""The Magic Flute.""",Florian Sigl,"F. Murray Abraham,Iwan Rheon,Jeanne Goursaud,Amir Wilson"
6077,Hocus Pocus 2,2022.0,103,"Comedy, Family, Fantasy",6.0,Two young women accidentally bring back the Sanderson Sisters to modern day Salem and must figure out how to stop the child-hungry witches from wreaking havoc on the world.,Anne Fletcher,"Bette Midler,Sarah Jessica Parker,Kathy Najimy,Whitney Peak"
6078,Noise,2022.0,105,Drama,6.5,A mother desperately searching for daughter who's been missing for two years.,Natalia Beristain,"Julieta Egurrola,Teresa Ruiz,Erick Israel Consuelo,Arturo Beristáin"
6079,Teambuilding,2022.0,91,Comedy,6.6,"A frothy comedy about life in the corporation, about the challenges of building a career and those of consolidating and motivating a team. The film, a satire of corporate life, reveals the ...","Alex Cotet,Matei Dima,Cosmin Nedelcu","Serban Pavlu,Matei Dima,Anca Dinicu,Anca Munteanu"
6080,Ponniyin Selvan: Part I,2022.0,167,"Action, Adventure, Drama",7.8,"Vandiyathevan sets out to cross the Chola land to deliver a message from the Crown Prince Aditha Karikalan. Kundavai attempts to establish political peace as vassals and petty chieftains plot against the throne. Unrest grips the land as a long-tailed comet arrives, signalling a time of turmoil.",Mani Ratnam,"Vikram,Aishwarya Rai Bachchan,Jayam Ravi,Karthi"
6081,Door Mouse,2022.0,97,"Drama, Mystery, Thriller",7.5,A comic-book creator working at a burlesque club enlists the help of a colleague to figure out what's behind the disappearances of young women in their circle in this oddball neo-noir.,Avan Jogia,"Famke Janssen,Donal Logue,Avan Jogia,Landon Liboiron"
6082,Devil's Workshop,2022.0,86,"Drama, Horror",4.0,A struggling actor spends a weekend with a female demonologist to prepare for an audition.,Chris von Hoffmann,"Radha Mitchell,Timothy Granaderos,Emile Hirsch,Sarah Coffey"
6083,Plan A Plan B,2022.0,105,"Comedy, Romance",4.6,"Follows a matchmaker who believes marriage is for everyone except herself, and a successful divorce lawyer with a secret, who cross paths, and explores if opposites coexist or attract.",Shashanka Ghosh,"Riteish Deshmukh,Tamannaah Bhatia,Poonam Dhillon,Kusha Kapila"
6084,Spirit Halloween,2022.0,87,"Adventure, Family, Fantasy",4.4,"When a Halloween store opens in a deserted strip-mall, three friends, thinking they've outgrown trick or treating, decide to spend the night locked inside. But their night of spook-filled fun soon turns to outlandish survival.",David Poag,"Donovan Colan,Jaiden J. Smith,Dylan Martin Frankel,Marissa Reyes"
6085,Attack on Titan,2022.0,91,"Action, Adventure, Sci-Fi",3.7,"As viable water is depleted on Earth, a mission is sent to Saturn's moon Titan to retrieve sustainable H2O reserves from its alien inhabitants. But just as the humans acquire the precious ...",Noah Luke,"Michael Paré,Erin Coker,Neli Sabour,Jack Pearson"
6086,Girl Friday,2022.0,92,Drama,7.1,A wife resorts to sexual explorations with her husband in order to save their marriage but when her plan backfires she devises an evil scheme.,Joel Lamangan,"Angeli Khang,Jela Cuenca,Jay Manalo,Stephanie Raz"
6087,Among the Living,2022.0,85,"Drama, Horror",3.6,"Stranded in the aftermath of a deadly outbreak, a brother fights to protect his sister while he desperately searches to find refuge and avoid an infected population with a thirst for blood.",Rob Worsey,"Dean Michael Gregory,George Newton,Melissa Worsey,Leon Worsey"
6088,Hot Take: The Depp/Heard Trial,2022.0,84,Drama,3.2,"Tumultuous relationship of Depp and Heard, dramatizing two-month defamation trial that concluded, with jury finding Heard had defamed Depp by alluding to domestic violence allegations against him.",Sara Lohman,"Mark Hapka,Megan Davis,Melissa Marty,Mary Carrig"
6089,Home Coming,2022.0,137,"Action, Drama, Thriller",6.4,"Two members of the Chinese Ministry of Foreign Affairs who are tasked with the evacuation of Chinese citizens when war breaks out in Numia, North Africa.",Xiaozhi Rao,"Yi Zhang,Karry Wang,Tao Yin,Taishen Cheng"
6090,National Theatre Live: Straight Line Crazy,2022.0,180,Drama,8.2,"Fiennes is brilliant portraying Robert Moses (1888 - 1981), a very powerful and charismatic urban planner, whose career spanned over 40 years. Early in his career, Moses claimed to want to ...",Nicholas Hytner,"Alisha Bailey,David Bromley,Ralph Fiennes,Alana Maria"
6091,Love Island (Fire Island),2022.0,90,Horror,5.0,"The perfect summer vacation quickly spirals out of control for a group of friends on the infamous, picturesque party getaway of Fire Island as they find themselves caught in a web of sex, lies and cold blooded murder.",Myles Clohessy,"Jonathan Bennett,Kahyun Kim,Connor Paolo,Timothy V. Murphy"
6092,Jacir,2022.0,105,Drama,9.1,"From Aleppo to the Ghetto. JACIR, is a look at the divisiveness of U.S. politics through the eyes of a Syrian refugee (Malek Rahbani) as he faces the hard truth of chasing the American ...",Waheed AlQawasmi,"Lorraine Bracco,Malek Rahbani,Tutweezy,Tony Mehanna"
6093,Immediate Family,2022.0,102,Music,,Documentary follows the work and lives of legendary 1970s session musicians who were featured on some of the most iconic recordings of the era.,Denny Tedesco,"Phil Collins,Linda Ronstadt,Lyle Lovett,Keith Richards"
6094,Other Monsters,2022.0,93,"Crime, Thriller",3.7,"A troubled ex-marine embarks on one last mission, to get even with the four men who robbed him of the only beautiful thing he'd ever had.",Ben Lanoha,"Alexandra Holden,Kris Park,Chloe Farnworth,Walter Platz"
6095,Sadistic: The Exorcism of Lily Deckert,2022.0,114,"Horror, Thriller",2.2,A Young woman becomes possessed by an evil entity after visiting a haunted house.,John Michael Hightower Jr.,"John Michael Hightower Jr.,Caylin Brooke Sams,Haleigh Johnson,Scott Oakley"
6096,Storm,2022.0,83,"Drama, Mystery",6.6,"Elin's son dies in a drowning accident, but together with her daughter Storm (10) she tries to restart, but when the rumors start that Storm pushed her brother into the water she has to protect her daughter and still find the truth.",Erika Calmeyer,"Modou Bah,Ella Maren Alfsvåg Jørgensen,Ane Dahl Torp"
6097,Anikulapo,2022.0,142,"Drama, Fantasy",5.4,"It tells the story of Saro, a man seeking for greener pasture, but unfolding events and his affair with the king's wife, he encounters his untimely death and with Akala, a mystical bird believed to give and take life.",Kunle Afolayan,"Adebowale Adedayo,Aderemi Adedeji,Bimbo Ademoye,Kareem Adepoju"
6098,B'Twixt Now and Sunrise,2022.0,88,,,,,
6099,Just Super,2022.0,76,"Animation, Family",6.5,"You don't have to be a superhero to be super. Hedvig has shrunk daddy's superhero-costume so now he can no longer be the super-Lion. The gamer Hedvig is clumsy, but when dad chooses cousin Adrian to be the next hero, Hedvig has to react.",Rasmus A. Sivertsen,"Hennika Huuse,Tobias Santelmann,Kari Simonsen,Henriette Marø"
6100,Ordinary Hero,2022.0,107,Drama,6.7,"The film is adapted from the true story of doctors, crew members, passengers, police and other people from all walks of life in Xinjiang who traveled 1,400 kilometers to rescue and treat ...",Tony Chan,"Bingbing Li,Shaofeng Feng,Xiaoming Huang,Yongjian Lin"
6101,Niewidzialna wojna,2022.0,139,"Biography, Drama",2.0,"The truth about Patryk Vega, the most controversial Polish movie director.",Patryk Vega,"Justyna Karlowska,Anna Mucha,Pawel Olearczyk,Rafal Zawierucha"
6102,Liza: Warden from Hell,2022.0,65,,,"Follows a young woman who must find out what happened to her sister and goes undercover in a shady facility, but in the attempt she comes face to face with Liza, the Warden from Hell.",Dustin Ferguson,"Brinke Stevens,Alana Evans,Melissa Brasselle,Traci Burr"
6103,Misfit: The Switch,2022.0,120,Drama,6.5,"Noah makes The Switch when she is not allowed to go to Hoogland and is obliged to go to Lorentz. With her best friend Jessey, she comes up with a genius plan: what if they switch identities and thereby switch schools?",Erwin van den Eshof,"Kimberley Agyarko,Tim de Blaeij,Alessio De Martino,Denyell de Waal"
6104,La piel pulpo,2022.0,94,Drama,6.4,Iris and Ariel are 14 year old twins who live with their mother and their older sister Lia on a beach filled with mollusks and reptiles. Their relationship goes beyond the limits of common intimacy.,Ana Cristina Barragán,"Paulet Arévalo,Isadora Chávez,Cristina Marchan,Hazel Powell"
